workload,protocol,thread,clients,handler,tps,commits,aborts,aborts+commits,elapsed_time,epoch_duration,checkpoint_interval,rehash_threshold,prefetch_locality
"a","Silo",1,1,true,25678,128393,0,128393,5000,40,20,0.99,3
"a","Silo",1,1,true,25531,127659,0,127659,5000,40,20,0.99,3
"a","Silo",1,1,true,25638,128191,0,128191,5000,40,20,0.99,3
"a","Silo",1,1,true,25715,128578,0,128578,5000,40,30,0.1,3
"a","Silo",1,1,true,25921,129605,0,129605,5000,40,30,0.1,3
"a","Silo",1,1,true,25587,127938,0,127938,5000,40,30,0.1,3
"a","Silo",1,1,true,25751,128759,0,128759,5000,40,30,0.4,3
"a","Silo",1,1,true,25556,127781,0,127781,5000,40,30,0.4,3
"a","Silo",1,1,true,25561,127808,0,127808,5000,40,30,0.4,3
"a","Silo",1,1,true,25390,126950,0,126950,5000,40,30,0.8,3
"a","Silo",1,1,true,25202,126010,0,126010,5000,40,30,0.8,3
"a","Silo",1,1,true,24487,122435,0,122435,5000,40,30,0.8,3
"a","Silo",1,1,true,25205,126028,0,126028,5000,40,30,0.99,3
"a","Silo",1,1,true,24723,123618,0,123618,5000,40,30,0.99,3
"a","Silo",1,1,true,25662,128313,0,128313,5000,40,30,0.99,3
